sme_id,registration_date,country,region,urban_rural,sector,owner_age,owner_sex,owner_education,business_name,years_in_business,n_employees,annual_revenue_usd,annual_revenue_reported,currency_reported,business_expenses_usd,personal_income_usd,keeps_financial_records,registered_with_tax,has_physical_premises,phone_number,data_source,record_quality
SME_00136,2013-12-25,Kenya,Thika,peri-urban,retail,39.0,Female,secondary,Amani Bakery Limited,2.0,3,3175.11,3175.11,USD,885.06,708.0,No,Yes,No,+254624404656,business_registry,complete
SME_00137,2018-05-19,Senegal,Ziguinchor,peri-urban,agriculture,40.0,Male,secondary,Oumar Enterprises S.A.,5.1,6,,12294.9,USD,614.75,,No,Yes,Yes,+221340550329,business_registry,minimal
SME_00138,2007-05-29,Tanzania,Zanzibar,peri-urban,agriculture,45.0,Male,primary,Kilimanjaro Electronics & Sons,2.2,1,1259.55,1259.55,USD,1503.65,317.49,No,No,Yes,+255188117755,business_registry,complete
SME_00139,2022-09-18,Uganda,Mbarara,urban,agriculture,27.0,Female,tertiary,Grace Transport Ltd,2.2,4,9165.89,9165.89,USD,458.29,1506.59,No,No,Yes,+256535794478,business_registry,partial
SME_00140,2017-02-03,Kenya,Mombasa,urban,transport,33.0,Male,tertiary,Uzuri Bakery Ltd,1.6,2,181.53,181.53,USD,142.09,407.91,No,No,Yes,+254882084467,business_registry,complete
SME_00141,2021-10-20,Tanzania,Mbeya,peri-urban,food_processing,65.0,Male,tertiary,Kilimanjaro Construction & Associates,6.8,4,3031.56,3031.56,USD,1725.83,3967.96,Yes,No,Yes,+255998166498,business_registry,complete
SME_00142,2013-06-16,Tanzania,Dar es Salaam,urban,food_processing,40.0,Female,tertiary,Bora Bakery & Partners,0.3,3,2754.63,2754.63,USD,1968.61,,No,No,Yes,+255034228650,business_registry,partial
SME_00143,2007-03-21,Morocco,Casablanca,peri-urban,retail,31.0,Male,secondary,Youssef Enterprises Limited,2.1,3,103118.58,103118.58,USD,75973.68,2567.08,No,No,Yes,+212995187199,business_registry,partial
SME_00144,2008-03-12,Ghana,Cape Coast,peri-urban,textile,36.0,Male,primary,Asante Hardware & Partners,1.0,4,443.07,443.07,USD,212.48,74.04,No,No,No,+233445888236,business_registry,partial
SME_00145,2014-01-03,Tanzania,Dar es Salaam,urban,retail,56.0,Male,none,Serengeti Foods Co.,3.1,2,170.4,426000.0,TZS,94.09,,No,No,No,+255990175092,business_registry,complete
SME_00146,2015-08-02,Nigeria,Kaduna,urban,transport,18.0,Female,secondary,Lagos Agro & Partners,1.9,19,370.0,370.0,USD,276.92,197.32,Partially,No,No,+234925445253,business_registry,complete
SME_00147,2018-03-17,Nigeria,Lagos,rural,construction,45.0,Female,primary,Grace Farm & Associates,3.6,1,474.46,474.46,USD,,89.5,Partially,No,Yes,+234374548234,business_registry,partial
SME_00148,2019-04-23,Tanzania,Zanzibar,rural,retail,74.0,Female,secondary,Neema Services Co.,9.5,12,3095.9,7739800.0,TZS,154.8,609.58,Yes,No,Yes,+255641906147,business_registry,partial
SME_00149,2018-09-21,Tanzania,Zanzibar,rural,construction,69.0,Female,tertiary,Serengeti Enterprises,5.1,1,153.09,382700.0,TZS,85.58,107.45,No,Don't know,No,+255197928492,business_registry,complete
SME_00150,2015-08-05,Kenya,Nyeri,rural,retail,49.0,Male,tertiary,Nguvu General Store S.A.,7.5,3,2756.73,2756.73,USD,2668.56,2112.89,Partially,No,Yes,+254614386191,business_registry,partial
SME_00151,2005-04-29,Rwanda,Musanze,rural,services,59.0,Male,secondary,Isange Enterprises Co.,3.1,4,1574.41,1574.41,USD,396.14,387.37,No,No,Yes,+250048697958,business_registry,partial
SME_00152,2014-07-12,Morocco,Agadir,urban,agriculture,59.0,Female,tertiary,Sahara Electronics Co.,4.9,1,7677.23,7677.23,USD,6212.94,765.13,Yes,No,Yes,+212504244237,business_registry,complete
SME_00153,2019-09-28,Kenya,Nakuru,urban,retail,40.0,Female,tertiary,Simba Transport & Associates,3.4,1,4512.73,4512.73,USD,4838.05,,Partially,No,Yes,+254003973845,business_registry,partial
SME_00154,2020-04-01,Tanzania,Dar es Salaam,peri-urban,agriculture,54.0,Male,primary,Mwanga Enterprises & Partners,5.2,3,6573.81,6573.81,USD,4177.47,1549.76,No,No,No,+255502154922,business_registry,complete
SME_00155,2020-01-05,Kenya,Meru,urban,agriculture,66.0,Female,tertiary,Simba Agro & Sons,3.4,7,3583.42,3583.42,USD,5000.117597366769,234.45,Yes,No,No,+254190450224,business_registry,complete
SME_00156,2005-03-12,Ghana,Sunyani,urban,agriculture,25.0,Male,secondary,Abena Tech & Partners,,4,,12113.05,USD,,3567.83,No,No,Yes,+233542360801,business_registry,minimal
SME_00157,2012-10-31,Nigeria,Benin City,urban,retail,49.0,Male,tertiary,Naija General Store Co.,2.1,18,101.19,101.19,USD,55.42,14275.82,Partially,No,Yes,+234994268940,business_registry,complete
SME_00158,2016-02-05,Ghana,Sunyani,rural,food_processing,47.0,Female,secondary,Asante Hardware Co.,1.6,6,107.76,1300.0,GHS,88.99,126.26,No,No,Yes,+233242411872,business_registry,complete
SME_00159,2009-06-15,Uganda,Kampala,peri-urban,retail,43.0,Female,secondary,Kampala Services SARL,1.0,2,1426.46,5277900.0,UGX,550.36,7267.93,No,Yes,No,+256445001539,business_registry,complete
SME_00160,2012-05-15,Uganda,Gulu,peri-urban,retail,42.0,Male,tertiary,Kigezi Supplies,8.7,1,1722.91,1722.91,USD,,290.96,No,No,No,+256657514863,business_registry,complete
SME_00161,2006-10-02,Kenya,Meru,urban,tech,45.0,Female,tertiary,Harambee Bakery & Partners,6.4,1,234.33,30500.0,KES,195.87,311.79,Yes,No,Yes,+254178195587,business_registry,complete
SME_00162,2008-06-25,Morocco,Marrakech,urban,textile,46.0,Male,secondary,Amina Bakery,8.0,3,4057.75,4057.75,USD,,,No,No,Yes,+212594950371,business_registry,partial
SME_00163,2005-02-08,Nigeria,Enugu,urban,agriculture,57.0,Male,secondary,Kola Farm Co.,12.2,1,141.48,141.48,USD,114.73,,Partially,No,No,+234453650841,business_registry,partial
SME_00164,2022-08-15,Kenya,Kisumu,rural,retail,48.0,Female,tertiary,Uzuri Tech Ltd,13.2,3,913.74,913.74,USD,45.69,1633.95,No,No,Yes,+254137669817,business_registry,complete
SME_00165,2020-06-19,Tanzania,Morogoro,peri-urban,food_processing,39.0,Male,secondary,Neema Construction S.A.,5.0,4,1433.18,3583000.0,TZS,1132.96,1519.94,Partially,No,Yes,+255568665380,business_registry,complete
SME_00166,2012-04-07,Nigeria,Lagos,urban,services,31.0,Male,tertiary,Emeka Electronics Ltd,3.3,3,4145.36,6218000.0,NGN,207.27,596.67,Partially,No,Yes,+234465674854,business_registry,partial
SME_00167,2005-01-29,Rwanda,Rubavu,rural,retail,35.0,Female,tertiary,Ubumwe Electronics,1.1,3,597.47,597.47,USD,277.75,563.07,Yes,No,Yes,+250287584599,business_registry,complete
SME_00168,2011-01-12,Rwanda,Nyagatare,rural,services,45.0,Female,primary,Inzira Transport Ltd,5.8,19,13200.89,13200.89,USD,19857.42,297.78,No,No,No,+250693833983,business_registry,partial
SME_00169,2012-10-22,Nigeria,Kaduna,urban,agriculture,32.0,Male,tertiary,Eko Electronics & Sons,2.9,4,30465.42,30465.42,USD,26149.67,1967.95,Yes,No,Yes,+234658266758,business_registry,partial
SME_00170,2008-01-16,Senegal,Touba,peri-urban,retail,54.0,Female,secondary,Baobab Tech S.A.,1.5,3,23585.35,23585.35,USD,17576.96,371.58,No,Yes,No,+221487624850,business_registry,complete
SME_00171,2016-11-26,Nigeria,Abuja,rural,services,47.0,Male,secondary,Eko Supplies Ltd,7.0,1,38334.17,38334.17,USD,91913.48795787021,3529.75,No,No,No,+234711504341,business_registry,complete
SME_00172,2022-12-13,Tanzania,Dodoma,peri-urban,food_processing,57.0,Female,secondary,Serengeti Transport & Sons,1.9,3,10086.9,10086.9,USD,13289.98,3701.43,Partially,No,No,+255902863552,business_registry,complete
SME_00173,2020-03-07,Nigeria,Ibadan,rural,transport,33.0,Female,tertiary,Lagos Electronics S.A.,14.7,2,4479.79,4479.79,USD,,74.97,No,No,Yes,+234453921312,business_registry,complete
SME_00174,2020-05-26,Morocco,Fes,peri-urban,agriculture,31.0,Male,secondary,Atlas Construction Co.,1.6,17,384.3,384.3,USD,19.21,91.44,No,No,No,+212225944769,business_registry,complete
SME_00175,2019-12-13,Kenya,Nairobi,urban,agriculture,57.0,Male,secondary,Tumaini Foods Co.,4.8,6,536.24,536.24,USD,145.62,503.14,Yes,No,No,+254577531021,business_registry,complete
SME_00176,2006-04-05,Kenya,Meru,urban,agriculture,43.0,Male,tertiary,Amani Bakery Limited,,12,,,USD,5882.78,,Yes,No,Yes,+254786109664,business_registry,minimal
SME_00177,2014-12-03,Tanzania,Mbeya,peri-urban,agriculture,39.0,Female,tertiary,Uhuru Supplies S.A.,7.0,4,60.0,60.0,USD,140.41862868280538,,Yes,No,No,+255783365369,business_registry,complete
SME_00178,2015-03-07,Senegal,Thiès,peri-urban,agriculture,51.0,Male,primary,Cheikh Traders & Associates,12.4,10,16033.34,16033.34,USD,17655.8,195.28,No,No,Yes,+221679942858,business_registry,partial
SME_00179,2006-10-26,Morocco,Rabat,peri-urban,retail,51.0,Female,secondary,Maghreb Foods Limited,8.2,1,497.12,497.12,USD,29.9,11964.22,No,No,Yes,+212678034178,business_registry,complete
SME_00180,2007-08-27,Uganda,Mbarara,urban,retail,25.0,Male,tertiary,Blessed Enterprises,3.0,4,566.02,566.02,USD,381.16,3705.54,No,No,Yes,+256445293688,business_registry,complete
SME_00181,2015-03-03,Morocco,Agadir,rural,services,60.0,Female,secondary,Atlas Agro Group,3.3,2,5982.44,5982.44,USD,,187.98,No,Don't know,Yes,+212155066555,business_registry,complete
SME_00182,2017-11-16,Morocco,Agadir,urban,retail,36.0,Male,secondary,Sahara Textiles Ltd,0.4,2,2452.27,24500.0,MAD,1632.43,36.83,Partially,No,Yes,+212636369779,business_registry,complete
SME_00183,2008-10-05,Tanzania,Dodoma,urban,agriculture,64.0,Male,tertiary,Neema Electronics SARL,,3,695.65,,USD,231.41,282.72,Partially,No,Yes,+255260496962,business_registry,minimal
SME_00184,2013-09-16,Nigeria,Kano,urban,services,24.0,Female,tertiary,Chidi Textiles S.A.,3.9,1,287.38,287.38,USD,,97.17,No,No,Yes,+234275685131,business_registry,partial
SME_00185,2006-05-10,Uganda,Gulu,peri-urban,agriculture,46.0,Male,tertiary,Grace Construction S.A.,3.8,1,,,USD,,1924.96,Yes,No,Yes,+256478925639,business_registry,partial
SME_00186,2006-12-27,Ghana,Sunyani,urban,construction,39.0,Female,secondary,Sankofa Transport,1.2,8,50.0,50.0,USD,2.5,727.07,No,No,No,+233738316487,business_registry,partial
SME_00187,2015-06-10,Nigeria,Enugu,peri-urban,agriculture,18.0,Male,secondary,Obinna Construction Co.,3.5,1,20613.17,20613.17,USD,32169.03,280.2,Partially,No,Yes,+234055822198,business_registry,partial
SME_00188,2015-01-08,Kenya,Meru,rural,food_processing,50.0,Male,tertiary,Furaha Farm SARL,0.3,15,1002.43,130300.0,KES,2004.86,584.88,No,No,No,+254542375773,business_registry,complete
SME_00189,2018-06-30,Uganda,Lira,rural,construction,18.0,Male,secondary,Kigezi Farm & Associates,2.6,2,298.93,298.93,USD,106.11,117.62,Partially,No,Yes,+256946659752,business_registry,complete
SME_00190,2021-05-20,Nigeria,Ibadan,urban,food_processing,38.0,Female,secondary,Chidi Supplies SARL,13.0,6,5725.78,8588700.0,NGN,7155.83,468.22,Partially,No,No,+234239284321,business_registry,partial
SME_00191,2008-06-02,Morocco,Marrakech,rural,food_processing,56.0,Female,secondary,Zineb Traders & Partners,3.4,6,364.05,364.05,USD,369.02,7684.7,No,No,Yes,+212088123592,business_registry,partial
SME_00192,2011-02-20,Nigeria,Abuja,rural,services,35.0,Female,tertiary,Chidi Farm Group,1.9,1,377.1,377.1,USD,359.64,,No,No,No,+234106034614,business_registry,complete
SME_00193,2020-05-25,Kenya,Kisumu,urban,agriculture,30.0,Female,tertiary,Amani Agro & Sons,5.3,5,12599.69,12599.69,USD,2936.91,771.48,Partially,Yes,Yes,+254493802597,business_registry,partial
SME_00194,2005-11-30,Rwanda,Musanze,peri-urban,services,52.0,Female,primary,Hope Solutions Limited,,4,5623.75,5623.75,USD,823.51,,No,No,Yes,+250604815624,business_registry,complete
SME_00195,2019-11-25,Kenya,Nairobi,rural,construction,38.0,Female,tertiary,Karibu Foods & Partners,0.9,6,2058.39,2058.39,USD,754.57,200.25,Partially,No,No,+254384534688,business_registry,partial
SME_00196,2022-01-02,Kenya,Thika,urban,tech,36.0,Female,tertiary,Safari Solutions Co.,2.3,10,545.88,545.88,USD,213.51,2304.11,No,No,No,+254113641354,business_registry,complete
SME_00197,2006-10-19,Ghana,Sunyani,peri-urban,retail,59.0,Female,secondary,Ama Enterprises SARL,2.8,7,2254.0,2254.0,USD,112.7,103.67,Partially,No,No,+233346466552,business_registry,partial
SME_00198,2007-07-21,Morocco,Casablanca,peri-urban,retail,26.0,Male,secondary,Alaoui Farm & Associates,4.6,2,4208.56,4208.56,USD,929.21,505.08,No,No,Yes,+212177685089,business_registry,complete
SME_00199,2017-04-23,Kenya,Thika,peri-urban,services,36.0,Male,primary,Bora Agro Ltd,0.9,3,2355.49,306200.0,KES,2509.43,,Partially,No,No,+254778407426,business_registry,partial
SME_00200,2013-07-19,Nigeria,Ibadan,rural,food_processing,53.0,Male,secondary,Lagos Supplies & Associates,2.4,2,13172.95,13172.95,USD,17369.31,5218.74,No,No,No,+234290472701,business_registry,complete
SME_00201,2022-10-07,Uganda,Lira,rural,retail,25.0,Male,none,Nile Hardware Group,2.7,2,244.11,903200.0,UGX,40.09,235.19,No,No,Yes,+256533782541,business_registry,complete
SME_00202,2014-10-19,Senegal,Thiès,peri-urban,agriculture,65.0,Female,tertiary,Baobab Tech & Associates,6.4,5,930.22,558100.0,XOF,1618.97,,No,No,No,+221072411987,business_registry,complete
SME_00203,2016-10-14,Tanzania,Morogoro,rural,agriculture,39.0,Male,primary,Jua Textiles,,6,,,USD,201.69,,Yes,No,Yes,+255259125862,business_registry,minimal
SME_00204,2009-04-07,Kenya,Eldoret,peri-urban,retail,53.0,Female,tertiary,Tumaini Agro & Partners,10.5,6,528.05,528.05,USD,1220.5728512677154,524.5,Partially,No,Yes,+254196675585,business_registry,complete
SME_00205,2010-11-02,Kenya,Mombasa,urban,agriculture,53.0,Male,primary,Simba Traders Group,6.6,4,8226.4,8226.4,USD,411.32,3434.88,Partially,No,Yes,+254730307626,business_registry,complete
SME_00206,2008-03-11,Nigeria,Port Harcourt,peri-urban,agriculture,40.0,Female,primary,Ngozi Hardware Ltd,3.9,5,16596.79,16596.79,USD,,292.03,Partially,Yes,Yes,+234712479719,business_registry,complete
SME_00207,2007-08-23,Kenya,Mombasa,urban,agriculture,35.0,Male,secondary,Furaha Textiles Ltd,8.7,2,1647.13,1647.13,USD,,1253.24,Partially,Don't know,Yes,+254531082122,business_registry,partial
SME_00208,2007-01-14,Ghana,Accra,urban,textile,41.0,Male,secondary,Asante Agro,9.8,11,2948.56,2948.56,USD,1076.37,148.04,Yes,No,No,+233287109441,business_registry,complete
SME_00209,2021-01-22,Kenya,Eldoret,rural,agriculture,51.0,Male,tertiary,Uzuri Hardware Ltd,6.4,6,1016.65,1016.65,USD,578.8,3392.33,Partially,No,Yes,+254992048464,business_registry,partial
SME_00210,2006-04-05,Tanzania,Zanzibar,rural,agriculture,29.0,Male,secondary,Neema Services Group,3.2,3,874.12,874.12,USD,367.18,2497.19,No,No,No,+255600865466,business_registry,partial
SME_00211,2014-04-17,Uganda,Kampala,peri-urban,retail,26.0,Female,tertiary,Grace Solutions,2.3,9,14913.13,14913.13,USD,745.66,1527.24,No,No,Yes,+256429221454,business_registry,partial
SME_00212,2014-02-21,Ghana,Sunyani,peri-urban,agriculture,61.0,Female,secondary,Osei Services Limited,7.3,2,328.62,328.62,USD,,2321.02,No,Don't know,No,+233241545968,business_registry,complete
SME_00213,2006-01-03,Kenya,Nakuru,urban,tech,32.0,Male,tertiary,Kilimo Transport & Associates,2.1,4,6556.05,6556.05,USD,327.8,979.36,No,No,Yes,+254998634476,business_registry,complete
SME_00214,2020-02-24,Rwanda,Nyagatare,rural,textile,46.0,Male,tertiary,Hope Tech SARL,0.5,7,609.61,731500.0,RWF,253.11,,No,No,Yes,+250457339980,business_registry,partial
SME_00215,2014-01-03,Uganda,Lira,urban,retail,39.0,Female,tertiary,Victory Hardware & Associates,1.7,1,323.13,323.13,USD,239.24,,Partially,No,Yes,+256962579037,business_registry,complete
SME_00216,2007-04-13,Uganda,Jinja,rural,retail,40.0,Female,secondary,Nile Enterprises & Associates,1.3,25,9085.04,9085.04,USD,798.49,242.75,Yes,No,No,+256010378077,business_registry,complete
SME_00217,2007-04-26,Kenya,Kisumu,urban,retail,61.0,Female,secondary,Furaha Construction & Associates,3.8,2,5185.01,5185.01,USD,259.25,2356.39,No,No,No,+254069391279,business_registry,complete
SME_00218,2017-08-09,Kenya,Mombasa,urban,agriculture,41.0,Male,secondary,Karibu Hardware & Sons,1.5,2,456.7,456.7,USD,438.72,,Partially,No,No,+254919488013,business_registry,complete
SME_00219,2016-02-24,Morocco,Fes,urban,retail,37.0,Male,tertiary,Tariq Farm,1.7,3,1093.44,1093.44,USD,1119.49,2519.97,No,No,Yes,+212995893755,business_registry,complete
SME_00220,2012-06-03,Nigeria,Abuja,rural,agriculture,38.0,Male,tertiary,Tunde Hardware Ltd,3.5,6,1183.08,1183.08,USD,,348.74,No,Yes,Yes,+234296460930,business_registry,complete
SME_00221,2012-04-15,Nigeria,Enugu,rural,agriculture,35.0,Female,secondary,Lagos Services SARL,4.0,7,2260.11,3390200.0,NGN,,8235.3,No,No,Yes,+234827436385,business_registry,complete
SME_00222,2005-08-20,Tanzania,Dodoma,rural,food_processing,33.0,Male,tertiary,Serengeti General Store,2.6,13,613.41,1533500.0,TZS,541.41,514.22,Yes,No,Yes,+255015483114,business_registry,complete
SME_00223,2005-07-29,Ghana,Takoradi,urban,agriculture,35.0,Female,secondary,Adjoa Tech SARL,2.6,3,33718.5,33718.5,USD,1685.93,1323.95,No,No,No,+233921282407,business_registry,complete
SME_00224,2014-08-23,Senegal,Dakar,rural,agriculture,64.0,Female,secondary,Aminata Textiles & Partners,,4,,,USD,10.06,,Partially,No,Yes,+221169779155,business_registry,minimal
SME_00225,2011-07-18,Nigeria,Port Harcourt,rural,retail,51.0,Male,none,Victory Electronics,2.1,1,96.66,96.66,USD,116.33,307.77,No,No,No,+234772340945,business_registry,complete
SME_00226,2009-07-14,Morocco,Tangier,urban,retail,37.0,Male,tertiary,Youssef Foods Limited,4.6,1,1199.03,1199.03,USD,319.83,1954.51,No,No,Yes,+212892656111,business_registry,complete
SME_00227,2011-10-27,Kenya,Kisumu,rural,agriculture,55.0,Female,secondary,Safari Foods & Sons,8.8,3,50.0,50.0,USD,26.79,68.84,No,No,No,+254176243695,business_registry,complete
SME_00228,2015-11-21,Tanzania,Mbeya,rural,agriculture,21.0,Male,primary,Uhuru Foods,2.5,5,365.7,365.7,USD,18.28,381.42,No,No,No,+255654650244,business_registry,complete
SME_00229,2010-04-11,Ghana,Sunyani,rural,agriculture,60.0,Female,primary,Mensah Electronics & Partners,0.5,3,473.81,5700.0,GHS,500.95,1624.2,Yes,No,Yes,+233171537475,business_registry,partial
SME_00230,2011-04-15,Kenya,Nairobi,urban,agriculture,59.0,Female,secondary,Tumaini Bakery & Sons,5.4,5,1521.27,1521.27,USD,726.11,263.04,Partially,Yes,Yes,+254396057373,business_registry,complete
SME_00231,2010-02-01,Kenya,Meru,peri-urban,transport,71.0,Female,tertiary,Harambee Enterprises & Sons,3.3,3,1037.71,134900.0,KES,1031.62,,No,No,Yes,+254590826065,business_registry,complete
SME_00232,2016-12-27,Nigeria,Enugu,peri-urban,textile,55.0,Female,secondary,Emmanuel Traders SARL,3.2,3,2263.84,2263.84,USD,601.08,933.86,Partially,Yes,Yes,+234921328807,business_registry,partial
SME_00233,2005-12-26,Senegal,Ziguinchor,rural,retail,48.0,Male,secondary,Teranga Textiles & Partners,2.9,29,363.54,218100.0,XOF,18.18,846.24,No,No,Yes,+221888851016,business_registry,complete
SME_00234,2021-07-10,Ghana,Tamale,urban,retail,59.0,Male,tertiary,Akwaaba Agro S.A.,,3,,,USD,,,No,No,Yes,+233273119337,business_registry,minimal
SME_00235,2014-12-23,Morocco,Marrakech,urban,services,33.0,Male,tertiary,Hassan Traders Ltd,2.4,8,4195.36,4195.36,USD,471.06,19220.41,Partially,Yes,Yes,+212067890201,business_registry,complete
SME_00236,2009-05-26,Rwanda,Musanze,rural,food_processing,36.0,Male,secondary,Hope Tech Limited,10.2,1,50.0,50.0,USD,13.27,,Partially,No,Yes,+250943311204,business_registry,complete
SME_00237,2018-08-30,Tanzania,Arusha,rural,agriculture,41.0,Female,tertiary,Kilimanjaro Agro & Associates,4.4,4,3156.76,3156.76,USD,,198.88,Partially,No,No,+255066456406,business_registry,complete
SME_00238,2021-11-27,Uganda,Jinja,peri-urban,agriculture,60.0,Female,primary,Victory Transport SARL,0.9,2,50.0,50.0,USD,2.5,58.27,Partially,No,Yes,+256633537644,business_registry,complete
SME_00239,2006-01-18,Kenya,Kisumu,peri-urban,retail,30.0,Female,tertiary,Furaha Foods,5.2,20,1508.81,1508.81,USD,1319.49,142.07,No,No,No,+254878487637,business_registry,complete
SME_00240,2008-09-04,Kenya,Nyeri,rural,food_processing,29.0,Male,none,Nguvu Tech & Sons,1.5,2,,,USD,,,Yes,No,No,+254961303928,business_registry,minimal
SME_00241,2007-08-04,Rwanda,Musanze,peri-urban,agriculture,45.0,Female,secondary,Agaseke Foods Co.,6.4,3,2575.74,2575.74,USD,128.79,,No,No,Yes,+250876643317,business_registry,partial
SME_00242,2006-04-10,Rwanda,Gicumbi,urban,retail,51.0,Male,none,Ubumwe General Store Group,2.8,2,484.72,484.72,USD,653.43,253.08,No,Yes,Yes,+250619549878,business_registry,complete
SME_00243,2018-04-16,Nigeria,Enugu,urban,retail,32.0,Male,secondary,Amaka Agro Ltd,,1,2350.67,3526000.0,NGN,374.74,773.13,No,No,No,+234845452502,business_registry,complete
